dataset_id,size,number_of_classes,number_of_literals,number_of_entities,number_of_properties,number_of_connections,number_of_connected_vertices,average_literals_per_vertex,relevance
4900,292397,500,5000,500,6000,1000,501,10.0,0.0
49000,6543,0,96,0,104,8,9,12.0,0.0
49009,29400,0,264,0,396,132,102,8.0,0.0
49010,1045,2,2,2,6,4,3,1.0,0.0
49012,186850,282,2967,282,3531,564,283,10.521,0.0
49019,720812,0,9930,0,10930,1000,1001,9.93,0.0
4902,1096558,500,10500,500,11500,1000,501,21.0,0.0
49026,5430658,1000,52242,1000,54242,2000,1001,52.242,0.0
4903,273543,500,4500,500,5500,1000,501,9.0,0.0
49032,882695,480,11499,480,12459,960,481,23.956,0.0
49037,1547533,1000,24670,1000,26670,2000,1001,24.67,0.0
4904,375763,500,5000,500,6000,1000,501,10.0,0.0
49043,1951,0,16,0,20,4,5,4.0,0.0
4905,549894,500,7000,500,8000,1000,501,14.0,0.0
49050,5950,0,72,0,84,12,13,6.0,0.0
49059,286063,0,4624,0,4983,359,360,12.88,0.0
4906,379282,500,6500,500,7500,1000,501,13.0,0.5
49061,2463550,1000,45899,1000,47899,2000,1001,45.899,0.0
49065,1100701,0,8634,0,9028,394,395,21.914,0.0
49073,1424,0,12,0,14,2,3,6.0,0.0
49074,2992,0,33,0,37,4,5,8.25,0.0
49078,360058,0,4000,0,5000,1000,1001,4.0,0.0
4908,534600,500,8771,500,9771,1000,501,17.542,0.0
49081,10461,17,85,17,153,68,53,2.5,0.0
49082,1187504,1000,20276,1000,22276,2000,1001,20.276,0.0
49085,323888,181,5617,181,5979,362,182,31.033,0.0
49089,1962,0,16,0,20,4,5,4.0,0.0
49090,77525,62,992,62,1116,124,63,16.0,0.0
49096,1900,2,10,2,14,4,3,5.0,0.0
4910,88843,0,1140,0,1330,190,191,6.0,0.0
49102,1366,0,13,0,14,1,2,13.0,0.0
49103,35627,27,512,27,566,54,28,18.963,0.0
49104,8076,0,96,0,119,23,24,8.0,0.0
4911,187628,0,2494,0,2994,500,501,4.988,0.5
49110,286063,0,4624,0,4983,359,360,12.88,0.0
49111,235576,0,1000,0,2000,1000,1001,1.0,0.0
49118,177539,354,2742,354,3450,708,355,7.746,0.0
4912,204659,0,2774,0,3244,470,471,5.902,0.5
49120,1933,0,21,0,23,2,3,10.5,0.0
49121,48362,142,425,142,709,284,143,2.993,0.5
49123,1969,0,16,0,20,4,5,4.0,0.0
49124,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
49125,1366,0,13,0,14,1,2,13.0,0.0
49127,352522,1000,4000,1000,6000,2000,1001,4.0,0.0
49128,551342,1000,8177,1000,10177,2000,1001,8.177,0.0
4913,330851,0,5000,0,5500,500,501,10.0,0.5
49131,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49134,797420,1000,14000,1000,16000,2000,1001,14.0,0.0
49136,105928,108,1728,108,1944,216,109,16.0,0.0
49137,328703,120,4104,120,4344,240,121,34.2,0.0
49138,1171024,1000,18329,1000,20329,2000,1001,18.329,0.0
49139,7476,5,65,5,75,10,6,13.0,0.0
4914,189357,500,2494,500,3494,1000,501,4.988,0.75
49140,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49142,61418,100,894,100,1094,200,101,8.94,0.0
49143,16296,0,192,0,240,48,49,4.0,1.0
49146,368786,1000,5000,1000,7000,2000,1001,5.0,0.0
49149,1537091,1000,24520,1000,26520,2000,1001,24.52,0.0
4915,47474,0,550,0,660,110,111,5.0,0.0
49151,10680,43,43,43,129,86,44,1.0,0.0
49154,796530,1000,11000,1000,13000,2000,1001,11.0,0.0
49156,727095,1000,11000,1000,13000,2000,1001,11.0,0.0
4916,244103,0,3500,0,4000,500,501,7.0,0.0
49162,302610,372,5206,372,5950,744,373,13.995,0.0
49164,1856,4,12,4,20,8,5,3.0,0.0
49165,4058,0,54,0,60,6,7,9.0,0.0
49167,531180,240,4506,240,4986,480,241,18.775,0.0
4917,80256,0,920,0,1150,230,231,4.0,0.0
49170,1376,0,13,0,14,1,2,13.0,0.0
49172,29361,0,350,0,375,25,26,14.0,0.0
49175,1330,0,12,0,13,1,2,12.0,0.0
49176,1888,4,12,4,20,8,5,3.0,0.0
49177,2836,0,36,0,39,3,4,12.0,0.0
49179,847454,1000,10992,1000,12992,2000,1001,10.992,0.0
4918,166517,0,1876,0,2345,469,470,4.0,0.0
49182,24453,0,452,0,491,39,40,11.59,0.0
4919,70850,0,792,0,990,198,199,4.0,0.0
49194,2863,0,37,0,40,3,4,12.333,0.0
49197,224276,135,3936,135,4206,270,136,29.156,0.0
49198,890102,474,15889,474,16837,948,475,33.521,0.0
4920,68217,0,792,0,990,198,199,4.0,0.0
49205,754626,1000,11670,1000,13670,2000,1001,11.67,0.5
49206,2134,0,25,0,27,2,3,12.5,0.0
4921,88147,0,1140,0,1330,190,191,6.0,0.0
49212,157679,97,2755,97,2949,194,98,28.402,0.0
49218,4556,0,64,0,69,5,6,12.8,0.0
4922,512672,500,7288,500,8288,1000,501,14.576,0.0
49221,2531875,1000,22847,1000,25847,3000,1011,22.847,1.0
49223,135306,74,2405,74,2553,148,75,32.5,0.0
49225,328222,120,4104,120,4344,240,121,34.2,0.0
4923,305097,0,4500,0,5000,500,501,9.0,0.0
49230,145477,111,1491,111,1713,222,112,13.432,0.0
49235,233575,0,1000,0,2000,1000,1001,1.0,0.0
49239,2445,0,20,0,25,5,6,4.0,0.0
4924,292070,0,4000,0,4500,500,501,8.0,0.0
49245,2495,0,20,0,25,5,6,4.0,0.0
4925,693013,0,9495,0,9995,500,501,18.99,0.0
49256,1372,0,13,0,14,1,2,13.0,0.0
4926,191539,0,2000,0,2500,500,501,4.0,0.0
49262,2977,0,39,0,42,3,4,13.0,0.0
49263,2498,2,16,2,24,8,6,8.0,0.0
49264,1876,4,12,4,20,8,5,3.0,0.0
49267,66219,144,719,144,1007,288,145,4.993,0.5
49269,1876,4,12,4,20,8,5,3.0,0.0
4927,65620,0,812,0,963,151,152,5.377,0.0
49273,2116,0,25,0,27,2,3,12.5,0.0
49277,39533,120,360,120,600,240,121,3.0,0.0
49279,2548,0,20,0,25,5,6,4.0,0.0
49280,12240,39,117,39,195,78,40,3.0,1.0
49281,18746,18,126,18,213,87,69,7.0,0.0
49285,155037,120,2220,120,2460,240,121,18.5,0.0
4929,180230,0,2472,0,2972,500,501,4.944,0.0
49290,182095,476,1828,476,2780,952,477,3.84,0.0
49293,713934,1000,13000,1000,15000,2000,1001,13.0,0.0
49297,796933,1000,14000,1000,16000,2000,1001,14.0,0.0
4930,59022,0,672,0,840,168,169,4.0,0.0
49302,1367,0,13,0,14,1,2,13.0,0.0
49305,1340,0,12,0,13,1,2,12.0,0.0
49309,2106,0,25,0,27,2,3,12.5,0.0
4931,174556,0,2000,0,2500,500,501,4.0,1.0
49312,35627,27,512,27,566,54,28,18.963,0.0
49319,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
4932,275231,0,4500,0,5000,500,501,9.0,0.0
49321,73042,26,910,26,962,52,27,35.0,0.0
49326,2713573,1000,39156,1000,41156,2000,1001,39.156,0.0
49329,10495,34,85,34,170,85,53,2.5,0.5
4933,426372,0,6990,0,7490,500,501,13.98,0.75
49331,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49338,1831997,1000,28991,1000,31991,3000,2000,28.991,0.0
4934,730304,500,9960,500,10960,1000,501,19.92,0.0
49341,2356,0,18,0,27,9,8,9.0,0.0
49347,2538652,1000,38787,1000,40787,2000,1001,38.787,0.5
49349,18710,0,126,0,195,69,69,7.0,0.0
4935,633487,500,8500,500,9500,1000,501,17.0,0.0
49356,5561,12,48,12,72,24,13,4.0,0.0
49359,56555,20,699,20,739,40,21,34.95,0.0
4936,292353,500,5000,500,6000,1000,501,10.0,0.0
49360,270044,121,2205,121,2447,242,122,18.223,0.5
49362,186657,362,2931,362,3655,724,363,8.097,0.0
4937,292368,500,5000,500,6000,1000,501,10.0,0.0
49377,142872,79,2519,79,2677,158,80,31.886,0.0
4938,292005,500,5000,500,6000,1000,501,10.0,1.0
49387,57463,46,736,46,828,92,47,16.0,0.0
49388,25683,0,400,0,434,34,35,11.765,0.0
4939,290350,500,5000,500,6000,1000,501,10.0,0.0
49390,442963,255,7661,255,8171,510,256,30.043,0.0
49393,11058,12,72,12,120,48,36,6.0,0.0
49397,60463,62,868,62,992,124,63,14.0,0.0
4940,479242,500,5808,500,6808,1000,502,11.616,0.0
4941,367096,500,4929,500,5929,1000,502,9.858,0.5
49416,8215,12,132,12,156,24,13,11.0,0.0
4942,784685,500,17000,500,18000,1000,502,34.0,0.0
4943,1648,3,9,3,15,6,5,3.0,0.0
49432,607693,1000,8000,1000,10000,2000,1001,8.0,0.0
4944,370198,500,4919,500,5919,1000,502,9.838,0.0
49445,11484,13,77,13,127,50,37,5.923,0.0
49448,355826,1000,2924,1000,4924,2000,1001,2.924,0.0
4945,451946,500,7000,500,8000,1000,502,14.0,0.0
49450,9699,0,98,0,121,23,24,4.261,0.0
49454,235576,0,1000,0,2000,1000,1001,1.0,0.0
4946,4191,8,40,8,56,16,10,5.0,0.0
49460,1327,0,12,0,13,1,2,12.0,0.0
49465,1319728,1000,22184,1000,24184,2000,1001,22.184,0.0
4947,6391,8,80,8,96,16,10,10.0,0.0
49471,683431,405,12354,405,13164,810,406,30.504,0.0
49477,1999,0,16,0,20,4,5,4.0,0.0
49479,646597,1000,8000,1000,10000,2000,1001,8.0,0.0
4948,274500,228,3746,228,4470,724,498,7.552,0.0
49481,14608,0,222,0,238,16,17,13.875,0.0
49486,671552,1000,10950,1000,12950,2000,1001,10.95,0.0
4949,692683,985,8728,985,10698,1970,987,8.861,0.0
49492,6509,0,94,0,101,7,8,13.429,0.0
4950,1073559,985,10726,985,12696,1970,987,10.889,0.0
49503,4165,12,36,12,60,24,13,3.0,0.0
4951,441122,500,6500,500,7500,1000,502,13.0,0.0
49510,1196987,1000,18000,1000,20000,2000,1001,18.0,0.0
4952,397767,437,5681,437,6555,874,439,13.0,0.0
4953,401567,437,5670,437,6544,874,439,12.975,0.5
4954,44609,59,531,59,649,118,61,9.0,0.5
49545,2448,1,34,1,36,2,2,34.0,0.0
4955,4915,6,60,6,72,12,8,10.0,0.5
4956,4037,11,33,11,55,22,13,3.0,0.0
49564,458402,574,6888,574,8036,1148,575,12.0,0.0
4957,2262,4,16,4,24,8,6,4.0,0.0
4958,30042,40,445,40,525,80,42,11.125,0.0
4960,114929,139,1740,139,2018,278,141,12.518,0.5
49607,1001,1,5,1,7,2,2,5.0,0.0
4961,431475,500,6500,500,7500,1000,502,13.0,0.0
49623,70612,84,822,84,990,168,85,9.786,0.0
49624,1428,2,12,2,16,4,3,6.0,0.0
49626,6933,23,46,23,92,46,24,2.0,0.0
49628,19700,0,288,0,312,24,25,12.0,0.0
49630,801937,1000,11000,1000,13000,2000,1001,11.0,0.0
4964,353314,500,4921,500,5921,1000,502,9.842,0.5
49643,11107,12,72,12,120,48,36,6.0,0.0
49644,12795,52,52,52,156,104,53,1.0,0.0
49645,10985,0,156,0,169,13,14,12.0,0.0
49648,1436,2,12,2,16,4,3,6.0,0.0
4965,229324,446,2651,446,3543,892,448,5.944,0.0
49654,4117,11,33,11,55,22,12,3.0,0.0
49658,25697,72,274,72,418,144,73,3.806,0.0
4966,66153,138,1235,138,1511,276,140,8.949,0.0
49663,394831,574,5740,574,6888,1148,575,10.0,0.0
49666,3395,12,12,12,36,24,13,1.0,0.5
49667,1257317,1000,17531,1000,19531,2000,1001,17.531,0.0
49668,10363,14,84,14,112,28,15,6.0,0.0
4968,459200,500,7000,500,8000,1000,502,14.0,0.0
49680,579652,1000,8000,1000,10000,2000,1001,8.0,0.0
49682,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49687,7392,0,66,0,77,11,12,6.0,0.0
4969,70030,141,1268,141,1550,282,143,8.993,0.5
49692,14037,14,166,14,208,42,29,11.857,0.0
49693,15849,0,224,0,241,17,18,13.176,0.0
49695,18732,0,278,0,299,21,22,13.238,0.0
49696,6822,0,96,0,104,8,9,12.0,0.0
49697,30518,101,303,101,505,202,102,3.0,0.0
49698,11771,12,120,12,144,24,13,10.0,0.5
49699,2500243,0,24904,0,25904,1000,1001,24.904,0.0
4970,647826,500,9500,500,10500,1000,502,19.0,0.0
49707,2739444,1000,46656,1000,48656,2000,1001,46.656,0.0
49708,663308,1000,9750,1000,11750,2000,1001,9.75,0.0
4971,383026,500,4920,500,5920,1000,502,9.84,0.5
49712,17436,20,216,20,276,60,41,10.8,0.0
49714,8250,20,80,20,120,40,21,4.0,0.0
49716,511961,1000,10000,1000,12000,2000,1001,10.0,0.0
49718,767614,1000,13000,1000,15000,2000,1001,13.0,1.0
49719,4189,6,30,6,42,12,7,5.0,0.0
49720,50273,96,768,96,960,192,97,8.0,0.5
49722,1042467,1000,16000,1000,18000,2000,1001,16.0,0.0
49724,404288,638,5742,638,7018,1276,639,9.0,0.0
49725,139063,147,1756,147,2050,294,148,11.946,0.0
49726,704528,1000,19000,1000,21000,2000,1001,19.0,0.0
49727,1424554,1000,25983,1000,27983,2000,1001,25.983,0.0
49728,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
49729,56237,59,702,59,879,177,119,11.898,0.0
4973,142839,139,2194,139,2472,278,141,15.784,0.0
49730,1657517,1000,25821,1000,27821,2000,1001,25.821,0.75
49735,17080,0,252,0,273,21,22,12.0,0.0
49738,969125,1000,11943,1000,13943,2000,1001,11.943,1.0
4974,5542,7,70,7,84,14,9,10.0,0.0
49740,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
49742,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49744,2766340,1000,47460,1000,49460,2000,1001,47.46,0.0
49745,7223,12,102,12,126,24,13,8.5,0.0
49750,13004,52,52,52,156,104,53,1.0,0.0
49752,15254,40,160,40,240,80,41,4.0,1.0
49753,3370250,1000,58116,1000,60116,2000,1001,58.116,0.0
49754,1269846,1000,22109,1000,24109,2000,1001,22.109,0.0
49756,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49757,669996,1000,8835,1000,10835,2000,1001,8.835,0.0
49760,3720,0,48,0,52,4,5,12.0,0.0
49763,4276,0,48,0,51,3,4,16.0,0.0
49764,2233316,1000,42000,1000,44000,2000,1001,42.0,0.0
49766,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49767,253742,492,3250,492,4234,984,493,6.606,0.0
49768,355778,1000,4000,1000,6000,2000,1001,4.0,0.0
49769,10934,0,156,0,169,13,14,12.0,0.0
4977,62240,103,1028,103,1234,206,105,9.981,0.0
49770,496677,1000,6848,1000,8848,2000,1001,6.848,0.0
49771,1831305,1000,31414,1000,33414,2000,1001,31.414,0.0
49772,2367893,1000,43894,1000,45894,2000,1001,43.894,0.0
49773,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
49774,44400,166,332,166,664,332,167,2.0,0.0
49776,13036,0,186,0,200,14,15,13.286,0.0
49777,1625299,1000,24939,1000,26939,2000,1001,24.939,0.0
49778,403341,1000,5996,1000,7996,2000,1001,5.996,0.0
49779,21329245,1000,120000,1000,122000,2000,1001,120.0,0.0
49784,524342,921,7131,921,8973,1842,922,7.743,0.0
49788,5452,0,72,0,78,6,7,12.0,0.0
4979,21440,47,229,47,323,94,49,4.872,0.5
49790,16560,0,252,0,270,18,19,14.0,0.0
49791,3720,0,48,0,52,4,5,12.0,0.0
49792,2745914,1000,46702,1000,48702,2000,1001,46.702,0.0
49795,239576,1000,1000,1000,3000,2000,1001,1.0,0.0
49796,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49797,11849,0,173,0,186,13,14,13.308,0.0
49799,1647192,1000,24994,1000,26994,2000,1001,24.994,0.0
4980,297410,500,4000,500,5000,1000,502,8.0,0.5
49800,4714,3,69,3,75,6,4,23.0,0.0
49805,577032,1000,6899,1000,8899,2000,1001,6.899,0.0
49806,3395,12,12,12,36,24,13,1.0,0.5
49808,18673,0,282,0,303,21,22,13.429,0.0
49809,845205,1000,12000,1000,14000,2000,1001,12.0,0.0
4981,44784,59,530,59,648,118,61,8.983,0.5
49813,4384,11,33,11,55,22,12,3.0,0.0
49814,458272,1000,6000,1000,8000,2000,1001,6.0,0.0
49817,15684,0,180,0,210,30,31,12.0,0.0
49818,1292132,1000,17978,1000,19978,2000,1001,17.978,0.0
49822,2111827,1000,36478,1000,38478,2000,1001,36.478,0.0
49824,17264,0,252,0,273,21,22,12.0,0.0
49826,7731,12,118,12,142,24,13,9.833,0.0
4983,3513,4,40,4,48,8,6,10.0,0.0
49834,16644,0,252,0,270,18,19,14.0,0.0
49838,12681,30,120,30,180,60,31,4.0,0.0
49839,51668,39,1014,39,1092,78,40,26.0,0.0
49840,18690,0,280,0,301,21,22,13.333,0.0
49849,407960,1000,5831,1000,7831,2000,1001,5.831,0.0
4985,22615,19,271,19,349,78,47,14.263,0.0
49855,14744,0,222,0,238,16,17,13.875,0.0
49856,1773290,1000,29980,1000,31980,2000,1001,29.98,0.0
49857,38712,0,604,0,648,44,45,13.727,0.0
49865,1228199,1000,20274,1000,22274,2000,1001,20.274,0.0
4987,331039,500,4500,500,5500,1000,501,9.0,0.0
49877,15715,0,180,0,210,30,31,12.0,0.0
49882,13037,0,192,0,208,16,17,12.0,0.0
49888,13122,0,192,0,208,16,17,12.0,0.0
4989,314507,0,3772,0,4272,500,501,7.544,0.5
4990,2952049,1320,54158,1320,57298,3140,1822,29.757,0.5
49904,1215028,1000,16746,1000,18746,2000,1001,16.746,0.0
49908,10163,0,144,0,156,12,13,12.0,0.0
4991,1853486,500,44980,500,45980,1000,502,89.96,0.0
49910,1113503,1000,18374,1000,20374,2000,1001,18.374,0.0
49911,6025,12,72,12,96,24,13,6.0,0.0
49917,2174,4,16,4,24,8,5,4.0,0.0
49918,1548,1,21,1,23,2,2,21.0,0.0
49919,17065,0,252,0,270,18,19,14.0,0.0
4992,2896690,1000,54532,1000,57518,2986,1590,36.355,1.0
49920,79300,335,335,335,1005,670,336,1.0,0.0
49921,897546,1000,12000,1000,14000,2000,1001,12.0,0.0
49922,17312,0,252,0,273,21,22,12.0,0.0
49923,564339,1000,7000,1000,9000,2000,1001,7.0,0.0
49925,2652161,764,36659,764,38187,1528,765,47.983,0.0
49927,593179,1000,9000,1000,11000,2000,1001,9.0,0.0
49929,7870,8,104,8,120,16,9,13.0,0.0
49931,3835040,1000,66146,1000,68146,2000,1001,66.146,0.0
49933,6087,0,84,0,91,7,8,12.0,0.0
49935,12752,0,186,0,200,14,15,13.286,0.0
49936,19861,21,272,21,314,42,22,12.952,0.0
49937,1413418,1000,22575,1000,24575,2000,1001,22.575,0.0
49939,986844,1000,18053,1000,20053,2000,1001,18.053,0.5
4994,834487,1000,11280,1000,13280,2000,1002,11.28,0.5
49940,191164,281,3653,281,4215,562,282,13.0,0.0
49941,6166,0,83,0,90,7,8,11.857,0.0
49943,3160,11,11,11,33,22,12,1.0,0.0
49944,199176,223,2918,223,3364,446,224,13.085,0.0
49945,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49946,1415281,1000,16512,1000,18512,2000,1001,16.512,0.0
49947,7595,0,108,0,117,9,10,12.0,0.0
49948,312575,1000,3000,1000,5000,2000,1001,3.0,0.0
49949,1409469,1000,23000,1000,25000,2000,1001,23.0,0.0
4995,948105,909,11954,909,13772,1818,911,13.151,0.5
49950,897669,1000,12000,1000,14000,2000,1001,12.0,0.0
49951,3485472,1000,59802,1000,61802,2000,1001,59.802,0.0
49952,9228674,1000,228999,1000,230999,2000,1001,228.999,0.0
49953,775946,1000,10000,1000,12000,2000,1001,10.0,0.0
49954,2367841,1000,43892,1000,45892,2000,1001,43.892,0.0
49955,789628,1000,11000,1000,13000,2000,1001,11.0,0.0
4996,1089896,970,10666,970,12606,1940,972,10.996,0.0
49961,105835,148,1480,148,1776,296,149,10.0,0.0
4997,1052693,1025,10994,1025,13044,2050,1027,10.726,0.0
49971,10926,0,156,0,169,13,14,12.0,0.0
49974,2254734,1000,37958,1000,39958,2000,1001,37.958,0.0
49975,48644,142,425,142,709,284,143,2.993,0.5
49977,1532,4,4,4,12,8,5,1.0,0.0
49978,1675278,1000,24737,1000,26737,2000,1001,24.737,0.0
4998,1287136,985,8710,985,10680,1970,987,8.843,0.0
49980,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49984,68809,134,804,134,1072,268,135,6.0,1.0
49987,218333,197,3593,197,3987,394,198,18.239,0.0
49989,947253,1000,16276,1000,18276,2000,1001,16.276,0.0
4999,788367,985,10730,985,12700,1970,987,10.893,1.0
49994,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
49995,834791,1000,13846,1000,15846,2000,1001,13.846,0.0
49996,408831,705,5480,705,6890,1410,706,7.773,0.0
49997,6008,0,84,0,91,7,8,12.0,0.0
49999,2123648,1000,34998,1000,36998,2000,1001,34.998,0.0
50,2132795,2358,8788,2358,14586,5798,4525,3.727,0.0
5000,1110228,912,11972,912,13796,1824,914,13.127,0.0
50001,897364,1000,15312,1000,17312,2000,1001,15.312,0.0
50002,1646208,1000,29000,1000,31000,2000,1001,29.0,0.0
50004,15775,15,180,15,225,45,31,12.0,0.0
50005,68943,105,945,105,1155,210,106,9.0,0.0
5001,980646,910,9460,910,11280,1820,912,10.396,0.0
50012,69900,295,295,295,885,590,296,1.0,0.0
50015,152417,168,2480,168,2816,336,169,14.762,0.0
50018,1666725,1000,27996,1000,29996,2000,1001,27.996,0.0
5002,820258,985,8724,985,10694,1970,987,8.857,0.0
50022,843889,1000,11000,1000,13000,2000,1001,11.0,0.0
50023,15394,62,62,62,186,124,63,1.0,0.0
50024,862020,1000,12000,1000,14000,2000,1001,12.0,0.0
50025,11041,0,155,0,168,13,14,11.923,0.0
50026,3519045,1000,48864,1000,50864,2000,1001,48.864,0.0
50027,728182,281,12115,281,12677,562,282,43.114,0.0
50029,731540,280,12165,280,12725,560,281,43.446,0.0
5003,894000,985,8726,985,10696,1970,987,8.859,0.0
50030,2551088,1000,43284,1000,45284,2000,1001,43.284,0.0
50035,857722,502,13940,502,14944,1004,503,27.769,0.0
50036,1340568,917,21091,917,22925,1834,918,23.0,0.0
5004,1043849,985,8730,985,10700,1970,987,8.863,0.0
50042,1660022,1000,28000,1000,30000,2000,1001,28.0,0.0
50044,235575,1000,1000,1000,3000,2000,1001,1.0,0.0
50045,10309,7,147,7,161,14,8,21.0,0.0
50048,1701,1,18,1,20,2,2,18.0,0.0
5005,892673,985,8710,985,10680,1970,987,8.843,0.0
50050,1574309,1000,26000,1000,28000,2000,1001,26.0,0.0
50060,780638,1000,11601,1000,13601,2000,1001,11.601,0.0
50061,3568682,1000,55618,1000,57618,2000,1001,55.618,0.0
50064,1953137,1000,32000,1000,34000,2000,1001,32.0,0.0
50065,3608838,1000,62384,1000,64384,2000,1001,62.384,0.0
50066,39984,13,676,13,702,26,14,52.0,0.0
50067,1041749,1000,16000,1000,18000,2000,1001,16.0,0.0
50070,3787083,1000,65140,1000,67140,2000,1001,65.14,0.0
50071,29883,7,492,7,506,14,8,70.286,0.0
50072,1467517,1000,23886,1000,25886,2000,1001,23.886,0.0
50074,146109,297,1908,297,2502,594,298,6.424,0.0
50075,1784404,1000,29533,1000,31533,2000,1001,29.533,0.0
50076,419354,105,7107,105,7317,210,106,67.686,0.0
50077,2700300,1000,46194,1000,48194,2000,1001,46.194,0.0
50079,1409773,1000,23000,1000,25000,2000,1001,23.0,0.0
50081,46870,197,197,197,591,394,198,1.0,0.0
50082,10876,16,128,16,160,32,17,8.0,0.0
50083,3013254,1000,51056,1000,53056,2000,1001,51.056,0.0
50087,1771,5,5,5,15,10,6,1.0,0.0
50088,445566,1000,5000,1000,7000,2000,1001,5.0,0.0
50089,1043336,1000,19885,1000,21885,2000,1001,19.885,0.0
50091,7470,12,84,12,119,35,24,7.0,0.0
50092,2633,5,15,5,25,10,6,3.0,0.0
50093,1413509,1000,23000,1000,25000,2000,1001,23.0,0.0
50094,658360,1000,8730,1000,10730,2000,1001,8.73,0.0
50096,2721113,1000,46317,1000,48317,2000,1001,46.317,0.0
50098,1620169,1000,28000,1000,30000,2000,1001,28.0,0.0
50100,651575,1000,8601,1000,10601,2000,1001,8.601,0.0
50101,1750,5,5,5,15,10,6,1.0,0.0
50103,1685,1,18,1,20,2,2,18.0,0.0
50104,3547444,1000,61326,1000,63326,2000,1001,61.326,0.0
50106,876861,1000,14828,1000,16828,2000,1001,14.828,0.0
50107,28436,7,468,7,482,14,8,66.857,0.0
50111,2029,4,16,4,24,8,5,4.0,0.0
50113,4050,2,54,2,58,4,3,27.0,0.0
50116,46870,197,197,197,591,394,198,1.0,0.0
50119,56814,0,826,0,885,59,60,14.0,0.0
5012,292070,0,4000,0,4500,500,501,8.0,0.0
50122,2686203,1000,41993,1000,43993,2000,1001,41.993,0.0
50125,646759,1000,9446,1000,11446,2000,1001,9.446,0.0
50126,1245115,951,19971,951,21873,1902,952,21.0,0.0
50127,1578528,1000,26962,1000,28962,2000,1001,26.962,0.0
5013,330851,0,5000,0,5500,500,501,10.0,0.5
50136,85464,127,1016,127,1270,254,128,8.0,0.0
50139,1065,1,4,1,7,3,3,4.0,0.0
5014,189357,500,2494,500,3494,1000,501,4.988,0.5
50141,1887,3,12,3,18,6,4,4.0,0.0
50144,5838,13,65,13,91,26,14,5.0,0.0
50145,3681,5,30,5,40,10,6,6.0,0.0
50146,146956,298,1926,298,2522,596,299,6.463,0.0
50147,16978,5,269,5,279,10,6,53.8,0.0
50148,2705179,1000,45803,1000,47803,2000,1001,45.803,0.0
50149,71328,147,659,147,953,294,148,4.483,1.0
5015,730304,500,9960,500,10960,1000,501,19.92,0.0
50150,983118,1000,16770,1000,18770,2000,1001,16.77,0.0
50151,1976818,1000,34397,1000,36397,2000,1001,34.397,0.0
50152,46870,197,197,197,591,394,198,1.0,0.0
50153,2301,5,20,5,30,10,6,4.0,0.0
50154,1453618,1000,23439,1000,25439,2000,1001,23.439,0.0
50155,1976818,1000,34397,1000,36397,2000,1001,34.397,0.0
50156,871205,1000,14298,1000,16298,2000,1001,14.298,0.0
50157,10941,16,128,16,160,32,17,8.0,0.0
50158,667091,1000,8875,1000,10875,2000,1001,8.875,0.0
50159,1703837,1000,26347,1000,28347,2000,1001,26.347,0.0
5016,274500,228,3746,228,4470,724,498,7.552,0.0
50160,3804183,1000,58732,1000,60732,2000,1001,58.732,0.0
50161,2050,5,15,5,25,10,6,3.0,0.0
50162,5980,23,23,23,69,46,24,1.0,0.0
50164,3450844,1000,59568,1000,61568,2000,1001,59.568,0.0
50165,142327,296,1776,296,2368,592,297,6.0,0.0
50166,572766,719,8699,719,10137,1438,720,12.099,0.0
50167,739003,719,11504,719,12942,1438,720,16.0,0.0
50168,1393117,1000,22914,1000,24914,2000,1001,22.914,0.0
50169,4161,15,15,15,45,30,16,1.0,0.0
5017,586610,461,8266,461,9688,1422,963,8.601,0.0
50170,10870,16,128,16,160,32,17,8.0,0.0
50171,928975,1000,14584,1000,16584,2000,1001,14.584,0.0
50172,1040038,1000,15842,1000,17842,2000,1001,15.842,0.0
50173,8379,23,69,23,115,46,24,3.0,0.0
50174,1666939,1000,25676,1000,27676,2000,1001,25.676,0.0
50175,1605186,1000,28000,1000,30000,2000,1001,28.0,0.0
50178,9516,21,105,21,147,42,22,5.0,0.0
50182,1853389,1000,31200,1000,33200,2000,1001,31.2,0.0
50183,1280128,1000,19694,1000,21694,2000,1001,19.694,0.0
50185,3526799,1000,61027,1000,63027,2000,1001,61.027,0.0
50186,862009,1000,12000,1000,14000,2000,1001,12.0,0.0
50187,11666,3,183,3,189,6,4,61.0,0.0
5019,187628,0,2494,0,2994,500,501,4.988,0.0
50192,418296,105,7095,105,7305,210,106,67.571,0.0
